recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc,Type I Label
2324,2002gs, ,ANON,24.985,-0.7499999999999999,,98932.0, ,21.4,>,Ia,24.985166666666665,-0.7503333333333332,Sloan Digital Sky Survey,Type I
2363,2002if, ,ANON,27.517499999999995,0.0066666666666666,,96233.0, ,22.0,>,Ic:,27.51879166666666,0.0073333333333333,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
1561,1999ea, ,ANON,26.857499999999995,-0.0349999999999999,,119617.0, ,23.3,>,Ia,26.85870833333333,-0.0353333333333333,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
1560,1999dz, ,ANON,24.2625,0.0333333333333333,,146299.0, ,23.4,>,Ia,24.2635,0.0327499999999999,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
1558,1999dx, ,ANON,23.497499999999995,0.0716666666666666,,80944.0, ,22.2,>,Ia,23.49770833333333,0.0709166666666666,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
1559,1999dy, ,ANON,23.9575,0.1433333333333333,,61757.0, ,21.7,>,Ia,23.956375,0.1439722222222222,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
2362,2002ie, ,ANON,24.7225,0.9833333333333332,,48866.0, ,20.5,>,Ia,24.721666666666664,0.9848055555555554,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
1078,1996bi, ,ANON,28.149999999999995,0.0449999999999999,,179876.0, ,23.0,>,Ia,28.14933333333333,0.0453611111111111,High-Z Supernova Search Team,Type I
2327,2002gv, ,ANON,28.072499999999994,0.2049999999999999,,74948.0, ,20.6,>,Ia,28.072833333333328,0.2048055555555555,Sloan Digital Sky Survey,Type I
1079,1996bj, ,ANON,32.9575,1.4149999999999998,,170882.0, ,22.6,>,Ia,32.956374999999994,1.4141666666666666,High-Z Supernova Search Team,Type I
1075,1996bf, ,ANON,33.065,1.4633333333333332,,74948.0, ,21.5,>,Ia,33.064125,1.463583333333333,High-Z Supernova Search Team,Type I
1762,2000dx, ,U 1775,34.60999999999999,5.653333333333332,12.0,9108.0,.S..2.,16.3,>,Ia,34.611999999999995,5.650555555555555,"Schwartz, Li, Filippenko, Modjaz, Treffers +",Type I
1077,1996bh, ,ANON,17.882499999999997,-0.96,,128911.0, ,22.8,>,Ia,17.881375,-0.9605833333333332,High-Z Supernova Search Team,Type I
1063,1996at, ,ANON,17.072499999999998,-0.9733333333333332,,26981.0, ,20.5,>,Ic,17.031791666666663,-0.97375,High-Z Supernova Search Team,Type I
1070,1996ba, ,ANON,17.165,-0.9433333333333332,,197863.0, ,23.5,>,Ia,17.166124999999997,-0.9441388888888887,High-Z Supernova Search Team,Type I
2771,2003lf, ,ANON,17.207499999999996,-0.7366666666666666,,119917.0, ,22.1,>,Ia,17.207541666666664,-0.7370833333333332,ESSENCE project,Type I
2760,2003ku, ,ANON,17.15,-0.5566666666666666,,239834.0, ,22.9,>,Ia,17.151041666666664,-0.5557777777777777,ESSENCE project,Type I
1555,1999du, ,ANON,16.775,-0.1316666666666666,,78845.0, ,22.8,>,Ia,16.774749999999997,-0.1316111111111111,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
1557,1999dw, ,ANON,20.72,-0.2716666666666666,,134007.0, ,24.1,>,Ia:,20.72,-0.2724444444444444,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
2957,2004fk, ,ANON,18.4,-0.1583333333333333,,89937.0, ,22.9,>,Ia,18.39933333333333,-0.1576666666666666,ESSENCE project,Type I
1556,1999dv, ,ANON,17.244999999999997,0.0066666666666666,,56061.0, ,21.8,>,Ia,17.245666666666665,0.0068888888888888,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
2724,2003jk, ,ANON,17.025,0.0383333333333333,,29979.0, ,22.5,>,Ia,17.02570833333333,0.0390555555555555,ESSENCE project,Type I
2723,2003jj, ,ANON,16.994999999999997,0.0499999999999999,,179876.0, ,23.1,>,Ia,16.99383333333333,0.0505277777777777,ESSENCE project,Type I
2731,2003jr, ,ANON,17.775,0.2283333333333333,,89938.0, ,21.9,>,Ia,17.77595833333333,0.2289444444444444,ESSENCE project,Type I
2956,2004fj, ,ANON,17.4625,0.4566666666666666,,59958.0, ,22.0,>,Ia,17.462791666666664,0.4558333333333332,ESSENCE project,Type I
2775,2003lj, ,ANON,18.0425,0.3316666666666666,,119917.0, ,22.1,>,Ia,18.041791666666665,0.3309166666666666,ESSENCE project,Type I
2961,2004fo, ,ANON,18.37,0.5883333333333333,,149896.0, ,22.3,>,Ia,18.37070833333333,0.5878611111111111,ESSENCE project,Type I
2064,2001in, ,ANON,15.4625,0.69,,65355.0, ,22.7,>,Ia,15.462958333333331,0.689361111111111,Miknaitis (Sloan Digital Sky Survey),Type I
1554,1999dt, ,ANON,11.425,0.0566666666666666,,131609.0, ,23.5,>,Ia,11.426208333333332,0.0561666666666666,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
2770,2003le, ,ANON,17.037499999999998,0.4533333333333332,,179876.0, ,22.7,>,Ia,17.036374999999996,0.4526944444444444,ESSENCE project,Type I
2751,2003kl, ,ANON,17.452499999999997,1.0016666666666665,,89938.0, ,21.0,>,Ia,17.45333333333333,1.0015555555555553,ESSENCE project,Type I
1778,2000en, ,ANON,10.784999999999998,-0.3883333333333332,,, ,20.2,>,Ia,10.784874999999998,-0.3882222222222222,Nearby Galaxies Supernova Search team,Type I
2387,2002jd, ,ANON,7.159999999999999,0.6749999999999999,,89937.0, ,22.0,>,Ia,7.159999999999999,0.6748055555555554,"Smith, Suntzeff (CTIO), Stubbs - ESSENCE project",Type I
1389,1998dk, ,U  139,3.6325,-0.7383333333333333,65.0,3963.0,.SBS5.,15.2,>,Ia,3.634,-0.736361111111111,"King, Modjaz, Shefler, Halderson, Li, Treffers, Filippenko",Type I
1068,1996ay, ,ANON,2.49,0.8933333333333332,,185871.0, ,23.9,>,Ia,2.489208333333333,0.893861111111111,High-Z Supernova Search Team,Type I
2375,2002ir, ,ANON,2.25,0.965,,83941.0, ,21.4,>,Ia,2.249708333333333,0.965472222222222,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
2376,2002is, ,ANON,5.812499999999999,0.8916666666666665,,77946.0, ,21.4,>,Ia,5.812791666666666,0.8915555555555554,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
2951,2004fe, ,N  132,7.544999999999999,2.095,44.0,5361.0,.SB.4.,17.7,>,Ic,7.546958333333331,2.089861111111111,"Pugh, Park, Li+",Type I
793,1991ar, ,I   49,10.982499999999998,1.8483333333333327,36.0,4561.0,.SXS5.,17.0,>,Ib,10.986333333333333,1.853694444444444,"McNaught, Russell",Type I
1003,1995ar, ,ANON,15.334999999999996,4.31,,139403.0,.S..1.,23.1,>,I:,15.335041666666664,4.309388888888888,Supernova Cosmology Project,Type I
1004,1995as, ,ANON,15.397499999999996,4.4366666666666665,,149296.0,.S-I4.,23.3,>,I:,15.397083333333333,4.437444444444444,Supernova Cosmology Project,Type I
1005,1995at, ,ANON,16.2125,4.565,,196364.0,.S..1.,22.7,>,I:,16.212249999999997,4.564722222222222,Supernova Cosmology Project,Type I
1423,1998es, ,N  632,24.3225,5.876666666666666,34.0,3168.0,.L....,13.8,=,IaPec?,24.32295833333333,5.880666666666666,"Halderson, Modjaz, Shefler, King, Papenkova, Li, Treffers, Filippenko",Type I
1950,2001ed, ,N  706,27.96,6.296666666666666,36.0,4980.0,.S..4.,14.5,>,Ia,27.96283333333333,6.290944444444444,Migliardi,Type I
1750,2000dl, ,P 6272,25.524999999999995,7.664999999999999,,18260.0,.E....,18.0,>,Ia,25.524041666666665,7.6661666666666655,Santangelo,Type I
1084,1996bo,*,N  673,27.094999999999995,11.521666666666665,41.0,5182.0,.SXS5.,16.1,=,Ia,27.09525833333333,11.520869444444443,"BAO Supernova Survey, Armstrong, Okazaki",Type I
1006,1995au, ,ANON,19.635,7.899999999999999,,47967.0, ,20.7,>,I:,19.63583333333333,7.900972222222221,Supernova Cosmology Project,Type I
1737,2000cx, ,N  524,21.1975,9.538333333333332,0.0,2379.0,.LAT+.,13.3,=,IaPec,21.192291666666662,9.508583333333332,Lick Observatory Supernova Search,Type I
704,1989V, ,LEDA1405421,22.9925,12.198333333333332,,18287.0, ,18.8,>,Ia,22.99208333333333,12.198249999999998,Pollas,Type I
1545,1999dk, ,U 1087,22.86,14.276666666666666,21.0,4485.0,.SAT5.,14.9,=,Ia,22.862166666666663,14.284916666666664,Lick Observatory Supernova Search,Type I
2165,2002ap, ,N  628,24.175,15.783333333333331,24.0,657.0,.SAS5.,12.4,>,IcPec,24.099416666666663,15.753638888888888,Hirose,Type I
1816,2000fz, ,LEDA1464418,19.65,14.683333333333332,,16160.0, ,17.8,>,Ia,19.649291666666663,14.68347222222222,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
1096,1996ca, ,N 7300,337.74749999999995,-14.001666666666663,68.0,4876.0,.SBT3*,16.5,>,Ia,337.7469166666666,-13.99747222222222,Aoki,Type I
988,1995ac, ,LEDA 999654,341.39,-8.753333333333332,82.0,14990.0,.S....,17.2,=,IaPec:,341.39224999999993,-8.751305555555554,Pollas,Type I
2277,2002ex, ,ANON,332.25249999999994,-10.606666666666666,,11302.0, ,18.7,>,Ic,332.2532916666666,-10.607166666666664,Wood-Vasey et al.,Type I
979,1995T, ,LEDA990332,336.80249999999995,-9.495,,16788.0, ,18.0,>,Ia,336.8017083333333,-9.495666666666663,Pollas,Type I
2269,2002ep, ,P 1011954,329.3425,-7.856666666666666,,, ,18.7,>,Ia,329.34025,-7.856888888888887,Wood-Vasey et al.,Type I
642,1987N, ,N 7606,349.7699999999999,-8.485,58.0,2233.0,.SAS3.,13.7,>,Ia,349.7642916666666,-8.477138888888888,Evans,Type I
2717,2003jd, ,M-01-59-021,350.26249999999993,-4.893333333333333,43.0,5654.0,.S..9.,16.0,>,IcPec,350.2640833333333,-4.8959722222222215,"Burket, Swift, Li+",Type I
909,1993aa, ,LEDA1033895,345.8425,-6.349999999999999,,, ,17.7,>,Ia,345.8419999999999,-6.348972222222221,Pollas,Type I
1752,2000dn, ,I 1468,346.2825,-3.205,60.0,9613.0,PLX.+P,17.3,>,Ia,346.27441666666664,-3.200277777777777,Lick Observatory Supernova Search,Type I
990,1995ae, ,ANON,349.2325,-2.076666666666666,,20670.0, ,18.5,>,Ia,349.23187499999995,-2.0767777777777776,Pollas,Type I
1763,2000dy, ,ANON,351.4,-0.3766666666666666,,182873.0,.....E,22.7,>,Ia,351.3997083333333,-0.376111111111111,High-Z Supernova Search Team,Type I
2372,2002io, ,ANON,353.17499999999995,0.0916666666666666,,74948.0, ,21.4,>,Ia,353.1763333333333,0.0911666666666666,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
1610,1999fx, ,ANON,353.4075,0.2016666666666666,,146898.0, ,23.1,>,Ia:,353.4074583333333,0.2010555555555555,High-Z Supernova Search Team,Type I
1607,1999fu, ,ANON,352.44999999999993,0.1416666666666666,,, ,24.9,>,Ia,352.45087499999994,0.1408333333333333,High-Z Supernova Search Team,Type I
1606,1999ft, ,ANON,352.06249999999994,0.0849999999999999,,206857.0, ,24.7,>,Ia,352.0620833333333,0.0851666666666666,High-Z Supernova Search Team,Type I
1609,1999fw, ,ANON,352.97,0.1583333333333333,,83942.0, ,21.1,>,Ia,352.9709583333333,0.1589722222222222,High-Z Supernova Search Team,Type I
1608,1999fv, ,ANON,352.65,0.2783333333333333,,, ,24.5,>,Ia,352.64916666666664,0.2777777777777777,High-Z Supernova Search Team,Type I
1764,2000dz, ,ANON,352.6725,0.3116666666666666,,149896.0,.S...L,23.1,>,Ia,352.67233333333326,0.3118611111111111,High-Z Supernova Search Team,Type I
1548,1999dn, ,N 7714,354.05999999999995,2.155,48.0,2798.0,.SBS3*,15.7,>,Ib/c,354.06125,2.152444444444444,"Qiu, Qiao, Hu",Type I
1552,1999dr, ,ANON,345.07249999999993,-0.0866666666666666,,54562.0, ,22.1,>,Ia,345.0731666666666,-0.0868055555555555,"European Supernova Cosmology Consortium, Supernova Cosmology Project",Type I
2370,2002im, ,ANON,344.5199999999999,0.57,,74948.0, ,20.9,>,Ia,344.519125,0.5704166666666666,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
2307,2002gb, ,ANON,340.8375,-0.1149999999999999,,22185.0, ,18.9,>,Ia,340.8387916666666,-0.1147222222222222,"Wood-Vasey, Aldering, Nugent",Type I
958,1994an, ,ANON,341.0775,0.1133333333333333,,113322.0,.S..6.,22.3,>,Ia,341.078625,0.1135277777777777,Supernova Cosmology Project,Type I
2454,2002ls, ,ANON,339.42,-0.6333333333333332,,74948.0, ,22.6,>,Ia,339.420375,-0.6335555555555554,European Supernova Cosmology Consortium,Type I
1587,1999fa, ,ANON,339.37249999999995,-0.1933333333333333,,245830.0, ,23.8,>,Ia:,339.3735,-0.1933611111111111,Supernova Cosmology Project,Type I
2369,2002il, ,ANON,342.9825,0.6016666666666666,,35975.0, ,20.0,>,Ia,342.98212499999994,0.6015277777777777,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
2646,2003gk, ,N 7460,345.42999999999995,2.263333333333333,44.0,3192.0,.S..3.,17.1,>,Ib,345.42912499999994,2.269083333333333,"Graham, Li+",Type I
1387,1998dh, ,N 7541,348.68249999999995,4.533333333333332,73.0,2678.0,.SBT4*,13.9,=,Ia,348.6679583333333,4.537249999999999,"Li, Modjaz, Halderson, Shefler, King, Treffers, Filippenko",Type I
1789,2000ey, ,I 1481,349.855,5.906666666666665,27.0,6118.0,.S?...,15.4,>,Ia,349.855,5.90586111111111,"Chornock, Li, Filippenko +",Type I
2278,2002ey, ,ANON,347.54999999999995,7.548333333333332,,, ,17.7,>,IaPec,347.55137499999995,7.549972222222221,"Hutchings, Li+",Type I
2053,2001ic, ,N 7503,347.67499999999995,7.5666666666666655,,13262.0,.E.2.*,17.4,>,Ia,347.6805833333333,7.569555555555555,Li +,Type I
2109,2001kg, ,ANON,335.22,0.7183333333333333,,83942.0, ,22.7,>,Ia,335.2187916666666,0.7182777777777777,"Ellis, Pain, Raux, Sainton, Schahmaneche, Sullivan",Type I
2366,2002ii, ,LEDA1125028,330.47,-1.1716666666666664,,29979.0, ,21.3,>,Ia,330.4684166666666,-1.1733611111111109,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
2420,2002kk, ,ANON,329.74499999999995,-0.1399999999999999,,26981.0, ,19.0,>,Ia,329.74437499999993,-0.1398611111111111,"Wood-Vasey, Aldering, Nugent, Farris",Type I
1066,1996aw, ,ANON,328.44499999999994,0.0466666666666666,,62956.0, ,21.7,>,Ia,328.44625,0.0464722222222222,High-Z Supernova Search Team,Type I
2945,2004ey, ,U11816,327.28,0.4483333333333332,17.0,4750.0,.SB.5.,16.0,>,Ia,327.28254166666665,0.4442222222222222,"Trondal, Schwartz",Type I
1902,2001ch, ,M-01-54-16,321.49999999999994,-3.81,90.0,2931.0,.S..9.,16.7,>,Ic,321.49662499999994,-3.8129999999999993,Li +,Type I
1979,2001fg, ,LEDA1132498,318.18999999999994,-0.8749999999999999,,9324.0, ,17.9,>,Ia,318.1884583333333,-0.8767222222222221,"Vanden, Wilhite",Type I
2367,2002ij, ,ANON,319.4075,0.5083333333333333,,58160.0, ,21.2,>,Ia,319.4068333333333,0.5089999999999999,"Miknaitis, Miceli, Garg  (Sloan Digital Sky Survey(SDSS))",Type I
2453,2002lr, ,ANON,338.30249999999995,1.1,,62956.0, ,20.8,>,Ia:,338.3024583333333,1.0990833333333332,European Supernova Cosmology Consortium,Type I
2312,2002gg, ,ANON,336.93999999999994,6.929999999999999,,32977.0, ,20.0,>,Ia,336.94137499999994,6.929083333333333,"Wood-Vasey, Aldering, Nugent, Rudas",Type I
1411,1998eg, ,U12133,339.87999999999994,8.613333333333332,90.0,7423.0,.S..5.,15.5,>,Ia,339.87633333333326,8.605777777777776,Boles,Type I
2333,2002hb, ,ANON,344.015,13.624999999999998,,26981.0, ,18.7,>,Ia,344.01491666666664,13.625277777777775,"Wood-Vasey, Aldering, Nugent",Type I
2868,2004bz, ,M 02-56-025,333.76249999999993,15.401666666666664,24.0,10232.0,.S..5.,18.3,>,Ia,333.754375,15.404611111111109,Li+,Type I
2897,2004dc, ,I 1504,355.3299999999999,4.018333333333333,77.0,6271.0,.S..3.,19.5,>,Ic,355.32695833333327,4.018416666666666,"Park, Li+",Type I
2647,2003gl, ,N 7782,358.475,7.969999999999999,56.0,5379.0,.S..3.,18.2,>,Ia,358.4749583333333,7.956583333333332,"Schwartz, Holvorcem+",Type I
1921,2001da, ,N 7780,358.38249999999994,8.118333333333332,59.0,5155.0,.SB.2.,16.3,>,Ia,358.3865833333333,8.117388888888888,"Yu, Li +",Type I
2669,2003hh, ,U 1289,0.0299999999999999,8.28,,11602.0,.E....,18.1,>,Ia,0.0294999999999999,8.278416666666665,"Moore, Li+",Type I
1002,1995aq, ,ANON,7.267499999999999,7.856666666666666,,135805.0, ,22.4,>,I:,7.267749999999999,7.855555555555554,Supernova Cosmology Project,Type I
1081,1996bl, ,LEDA1392929,9.075,11.393333333333333,24.0,10793.0,.SB.5.,17.0,=,Ia,9.074875,11.394583333333332,Pollas,Type I
2354,2002hw, ,U   52,1.7074999999999998,8.629999999999999,36.0,5257.0,.SA.5.,16.6,>,IaPec,1.7044166666666665,8.630138888888888,"Schwartz, Li+",Type I
1746,2000dg, ,M 01-1-29,1.5599999999999998,8.888333333333332,67.0,11542.0,.S..3.,16.4,>,Ia,1.5575416666666666,8.888194444444443,Lick Observatory Supernova Search,Type I
1213,1997cw,*,N  105,6.319999999999999,12.883333333333333,51.0,5133.0,DSA.2.,16.4,>,Ia,6.321958333333333,12.885055555555551,"Qiao, Li, Qiu, Zhang, Hu",Type I
1636,2000A, ,M 01-59-81,351.98749999999995,8.78,44.0,8852.0,?S..7.,15.5,>,Ia,351.99541666666664,8.783916666666665,Lick Observatory Supernova Search,Type I
1566,1999ef, ,U  607,14.687499999999998,12.748333333333331,24.0,11733.0,.S..5.,17.5,>,Ia,14.692499999999995,12.745833333333332,Mueller,Type I
1425,1998eu, ,ANON,14.994999999999996,14.299999999999995,,54262.0, ,19.7,>,Ia,14.994416666666664,14.300111111111107,"Gal-Yam, Maoz",Type I
2359,2002ib, ,ANON,13.529999999999998,17.564999999999998,,20385.0, ,18.1,>,Ia,13.531041666666663,17.564916666666665,"Wood-Vasey, Aldering, Nugent, Rudas",Type I
1384,1998de, ,N  252,12.005,27.623333333333328,41.0,4990.0,RLAR+*,16.8,=,Ia,12.028666666666664,27.62458333333333,"Modjaz, Halderson, Shefler, King, Li, Treffers, Filippenko",Type I
734,1990U, ,N 7479,346.23749999999995,12.321666666666664,41.0,2381.0,.SBS5.,15.9,>,Ic,346.2288333333333,12.305583333333333,"Pennypacker, Perlmutter, Marvin",Type I
2298,2002fs, ,ANON,343.50249999999994,14.656666666666665,,11392.0, ,17.4,>,Ia,343.5036666666666,14.656805555555554,"Wood-Vasey, Aldering, Nugent",Type I
1236,1997dt, ,N 7448,345.015,15.98,67.0,2194.0,.SAT4.,15.3,>,Ia,345.01220833333326,15.980805555555554,"Qiao, Qiu, Li, Hu, Esamdin",Type I
1421,1998eq, ,ANON,350.11499999999995,15.928333333333333,,, ,24.8,>,Ia,350.1144583333333,15.928805555555554,Supernova Cosmology Project,Type I
1420,1998ep, ,ANON,349.99249999999995,16.056666666666665,,32977.0, ,20.1,>,Ia,349.9902916666666,16.055416666666666,Supernova Cosmology Project,Type I
1219,1997dc, ,N 7678,352.11499999999995,22.42,46.0,3489.0,.SBT5.,17.5,>,Ib,352.118375,22.423055555555557,Beijing Astronomical Observatory,Type I
2243,2002dp, ,N 7678,352.11499999999995,22.42,46.0,3489.0,.SB.5.,15.1,=,Ia,352.1255,22.42744444444444,Klotz,Type I
1963,2001eq, ,P70417,346.235,19.551666666666662,62.0,7524.0,.S..5.,17.6,>,Ic:,346.2365833333333,19.55133333333333,Li +,Type I
2926,2004ef, ,U12158,340.545,19.996666666666663,24.0,9290.0,.S..3.,17.5,>,Ia,340.54166666666663,19.994527777777776,Boles; Armstrong,Type I
2707,2003it, ,U   40,1.4525,27.45,53.0,7531.0,.SB.4.,17.2,>,Ia,1.451958333333333,27.452666666666666,"Puckett, Cox",Type I
1955,2001ei, ,ANON,357.76249999999993,27.18166666666666,,, ,17.8,>,IaPec,357.7622916666666,27.18211111111111,"Martin, Li +",Type I
1794,2000fd, ,U  291,7.302499999999999,33.10333333333333,27.0,4828.0,.S..9.,16.6,>,Ia,7.300374999999999,33.10819444444444,"Puckett, Gauthier",Type I
1223,1997dg, ,ANON,355.05749999999995,26.20333333333333,,10193.0, ,16.4,>,Ia,355.0592083333333,26.20327777777777,"Qiao, Qiu, Hu, Esamdin, Zhang",Type I
1736,2000cw, ,M 05-56-007,356.8525,28.39333333333333,65.0,9034.0,.S..3.,17.2,>,Ia,356.85458333333327,28.38772222222222,Lick Observatory Supernova Search,Type I
2953,2004fg, ,M 05-56-007,356.8525,28.39333333333333,65.0,9034.0,.S..3.,18.2,>,Ia,356.85187499999995,28.389555555555557,"Pugh, Park, Li+",Type I
2251,2002dx, ,U12861,359.2775,29.84,53.0,7100.0,.S..2.,18.8,>,Ia,359.27804166666664,29.83763888888889,"Swift, Li+",Type I
1301,1998Z, ,LEDA2799877,81.24499999999999,-31.36,,11566.0, ,19.6,>,Ia,81.24491666666665,-31.360583333333327,Germany et al.,Type I
2171,2002av, ,E 489-G07,92.0225,-23.991666666666664,,, ,17.7,>,Ia,92.02641666666663,-23.987,"Schwartz, Li +",Type I
1250,1997eh, ,LEDA789486,87.26999999999998,-24.48333333333333,,13529.0, ,18.5,>,Ia,87.26912499999999,-24.48377777777777,Antezana,Type I
2465,2003H, ,ANON,94.1175,-21.376666666666665,,2741.0,D.....,17.8,>,Ib/cPec,94.107,-21.373277777777776,"Graham, Li +",Type I
1563,1999ec, ,N 2207,94.0925,-21.37333333333333,60.0,2741.0,.SBT4P,17.2,>,Ib,94.06733333333332,-21.369388888888885,Lick Observatory Supernova Search,Type I
2822,2004af, ,ANON,84.51749999999998,-23.981666666666666,,16788.0, ,22.5,>,Ic,84.51629166666666,-23.98338888888889,"Riello, Benetti, Cappellaro, Patat, Botticella, Altavilla, Pastorello, Turatto, Valenti",Type I
2800,2004J, ,E 554-33,86.63749999999999,-17.781666666666663,73.0,7495.0,.S..3.,17.5,>,Ia,86.63408333333332,-17.781388888888888,"Swift, Burket, Graham, Foley, Li+",Type I
2685,2003hx, ,N 2076,86.69749999999999,-16.781666666666663,54.0,2142.0,.L....,14.3,>,Ia,86.69570833333331,-16.783499999999997,"Burket, Papenkova, Li+",Type I
2952,2004ff, ,E 552-G40,74.69749999999999,-21.57,60.0,6790.0,.SB.2.,17.8,>,Ic,74.69245833333332,-21.57,"Pugh, Park, Li+",Type I
749,1990aj, ,N 1640,70.55999999999999,-20.436666666666664,36.0,1602.0,.SBR3.,19.1,>,Ib,70.56370833333332,-20.421666666666663,McNaught,Type I
2989,2004gq, ,N 1832,78.01499999999999,-15.686666666666664,61.0,1939.0,.SB.4.,15.4,>,Ic:,78.02004166666666,-15.68172222222222,"Pugh, Li+; Manzini",Type I
1114,1997B, ,I  438,88.24999999999999,-17.876666666666665,43.0,3120.0,.SBT5.,16.6,>,Ib/c,88.26237499999999,-17.873194444444444,Gabrijelcic,Type I
2745,2003kf, ,M-02-16-002,91.1475,-12.624999999999998,90.0,2215.0,.S..3.,14.3,>,Ia,91.14758333333332,-12.628555555555554,Li+,Type I
2700,2003im, ,ANON,86.24749999999999,-8.889999999999999,,, ,17.3,>,Ia,86.24699999999999,-8.886527777777777,Li+,Type I
1157,1997as, ,ANON,126.03999999999998,-0.8016666666666665,,152894.0, ,22.1,>,Ia,126.03941666666664,-0.8022777777777776,High-Z Supernova Search Team,Type I
1028,1996K, ,ANON,126.17999999999998,-0.3516666666666666,,113921.0, ,23.0,>,Ia,126.18120833333332,-0.3517222222222221,High-Z Supernova Search Team,Type I
