recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc
82,"1952H", ,"P52879",222.15749999999997,6.813333333333333,32,10371,".S..3.",18.9,>," ",,,"Zwicky"
83,"1953A", ,"N 3561A",167.80249999999998,28.711666666666662,0,8783,"DS..1.",16.0,>," ",,,"Arp"
84,"1953B", ,"U10349",245.22499999999997,40.103333333333325,70,10177,".SB.2.",17.5,>," ",,,"Zwicky"
85,"1953C", ,"U11252",277.17499999999995,48.243333333333325,68,4942,".S..5.",19.0,>," ",,,"Chai"
86,"1953D", ,"N 3200",154.65249999999997,-17.98333333333333,77,3520,".SBT5*",19.1,>," ",,,"Chai"
87,"1953E", ,"U12665",353.41249999999997,30.039999999999996,62,5375,".SBT5P",19.5,>," ",,,"Zwicky"
88,"1953F", ,"U12711",354.49749999999995,31.994999999999994,17,4983,".S..3.",19.0,>," ",,,"Zwicky"
89,"1953G", ,"ANON",164.79999999999998,50.26666666666666,,,".S....",16.5,>," ",,,"Notni, Oleak"
90,"1953H", ,"ANON",165.92499999999998,49.849999999999994,,," ",17.0,>," ",,,"Notni, Oleak"
91,"1953I", ,"U11915",332.03999999999996,4.691666666666666,40,4057,".S..5P",18.5,>," ",,,"Kowal"
93,"1953K", ,"I 4536",228.30249999999998,-18.138333333333332,43,2279,".SBS7.",16.0,>," ",,,"Fesen"
95,"1954A", ,"N 4214",183.91499999999996,36.32666666666666,,291,".IXS9.",9.8,=,"I",,,"Wild"
97,"1954C", ,"N 5879",227.44749999999996,57.00166666666666,71,772,".SAT4.",14.9,=,"II",,,"Wild"
99,"1954E", ,"N  753",29.427499999999995,35.91499999999999,44,4903,".SBT4.",18.5,>," ",,,"Zwicky"
100,"1954F", ,"P 1347",5.277499999999999,26.51333333333333,70,11665,".S..5.",18.8,>," ",,,"Zwicky"
101,"1954G", ,"ANON",188.84999999999997,-19.249999999999996,,,".S..5.",16.6,>," ",,,"Zwicky"
102,"1954H", ,"M-01-34-10",197.62749999999997,-7.649999999999999,60,6595,".S..5P",17.4,>," ",,,"Zwicky"
103,"1954I", ,"ANON",168.64999999999998,-20.9,,,".S....",17.3,>," ",,,"Zwicky"
104,"1954K", ,"ANON",131.39999999999998,61.133333333333326,,,".S..5.",15.0,>," ",,,"Zwicky"
105,"1954L", ,"P33222",165.28499999999997,12.333333333333332,81,10689,".S..3.",19.3,>," ",,,"Zwicky"
106,"1954M", ,"ANON",222.39999999999998,10.283333333333331,,,".S..5.",17.5,>," ",,,"Zwicky"
107,"1954N", ,"ANON",221.44999999999996,10.166666666666666,,,".S..5.",18.0,>," ",,,"Zwicky"
108,"1954O", ,"ANON",214.92499999999998,13.333333333333332,,,".S..5.",17.6,>," ",,,"Zwicky"
109,"1954P", ,"ANON",206.99999999999997,9.349999999999998,,,".E....",19.5,>," ",,,"Zwicky"
110,"1954Q", ,"ANON",208.37499999999997,9.716666666666665,,," ",18.5,>," ",,,"Zwicky"
111,"1954R", ,"N  210",10.147499999999999,-13.873333333333331,52,1634,".SBS3.",15.9,>," ",,,"Zwicky"
112,"1954S", ,"ANON",8.924999999999999,-8.499999999999998,,17050,".I....",17.4,>," ",,,"Zwicky"
113,"1954T", ,"P69331",339.30749999999995,3.731666666666666,54,12891,".S....",19.0,>," ",,,"Zwicky"
114,"1954U", ,"ANON",359.72499999999997,-5.599999999999999,,,".I....",17.8,>," ",,,"Zwicky"
115,"1954V", ,"ANON",3.2999999999999994,-7.583333333333332,,,".E....",20.0,>," ",,,"Zwicky"
116,"1954W", ,"P51719",217.15749999999997,0.5533333333333332,70,,".S..1.",19.4,>," ",,,"Zwicky"
117,"1954X", ,"ANON",207.79999999999998,17.63333333333333,,,".S..4.",18.5,>," ",,,"Zwicky"
118,"1954Y", ,"U 8827",208.62999999999997,15.043333333333331,38,5534,"RLB.0.",19.4,>," ",,,"Zwicky"
119,"1954Z", ,"U 5215",146.30999999999997,9.111666666666665,60,5484,".S..4.",16.0,>," ",,,"Zwicky"
120,"1954aa", ,"N 4129",182.22249999999997,-9.036666666666665,78,1174,".SBS2.",19.9,>," ",,,"Zwicky"
121,"1954ab", ,"ANON",179.575,-5.933333333333333,,,".S..5.",17.5,>," ",,,"Zwicky"
124,"1955A", ,"N 4157",182.76999999999998,50.48499999999999,90,774,".SXS3.",16.0,>," ",,,"Zwicky"
125,"1955B", ,"M-02-03-74",16.8875,-13.271666666666665,64,16020,".SB.1.",15.8,=,"I:",,,"Zwicky"
126,"1955C", ,"N   23",2.4724999999999997,25.924999999999997,40,4566,".SBS1.",16.0,>," ",,,"Sandage"
128,"1955E", ,"N 4335",185.75749999999996,58.44333333333333,,4622,".E....",16.3,>," ",,,"Zwicky"
129,"1955F", ,"M 00-31-25",180.93499999999997,1.6933333333333331,75,6056,".SXR0.",19.5,>," ",,,"Zwicky"
130,"1955G", ,"P35168",171.53749999999997,3.4983333333333326,41,10638,".SXS3.",19.4,>," ",,,"Zwicky"
131,"1955H", ,"ANON",167.7,2.9333333333333327,,,".I....",18.8,>," ",,,"Zwicky"
132,"1955I", ,"ANON",212.87499999999997,1.1499999999999997,,7128,".S..1.",19.3,>," ",,,"Zwicky"
133,"1955J", ,"P50685",212.92999999999998,0.7199999999999999,47,7452,".S..1.",17.9,>," ",,,"Zwicky"
134,"1955K", ,"U 9206",215.61499999999998,15.084999999999997,62,2281,".S..6.",18.4,>," ",,,"Zwicky"
135,"1955L", ,"M 05-26-47",166.24249999999998,30.026666666666664,43,8723,".SB.5.",16.5,>," ",,,"Lovas"
136,"1955M", ,"N 5857",226.86499999999998,19.59833333333333,61,4682,".SBS3.",14.5,>," ",,,"Zwicky"
137,"1955N", ,"ANON",167.825,24.18333333333333,,,".I....",19.8,>," ",,,"Zwicky"
138,"1955O", ,"ANON",168.12499999999997,21.78333333333333,,,".S..1.",19.3,>," ",,,"Zwicky"
139,"1955P", ,"ANON",173.02499999999998,24.96666666666666,,,".S..3.",18.5,>," ",,,"Zwicky"
140,"1955Q", ,"ANON",164.03499999999997,24.156666666666663,,,".S....",17.0,>," ",,,"Pollas"
143,"1956A", ,"N 3992",179.40249999999997,53.37499999999999,51,1048,".SBT4.",12.5,=,"I",,,"Gates"
144,"1956B",*,"N 4783",193.65249999999997,-12.558333333333332,,4628,"DE....",18.6,>," ",,,"Zwicky"
145,"1956D", ,"I  850",196.95999999999998,-0.8683333333333332,79,5412,".S..6P",19.2,>," ",,,"Zwicky"
146,"1956E", ,"ANON",172.74999999999997,-16.15,,,".S..5.",19.5,>," ",,,"Zwicky"
147,"1956F", ,"ANON",200.74999999999997,6.799999999999999,,,".I....",19.6,>," ",,,"Zwicky"
148,"1956G", ,"LEDA 091272",199.28999999999996,2.3416666666666663,78,,".S..5.",19.3,>," ",,,"Zwicky"
149,"1956H", ,"LEDA 091277",200.19249999999997,2.2716666666666665,82,,".S..6.",19.3,>," ",,,"Zwicky"
150,"1956I", ,"ANON",199.44999999999996,-1.5666666666666664,,,".I....",20.2,>," ",,,"Zwicky"
151,"1956J", ,"P45736",197.68499999999997,0.03166666666666666,38,12324,".S..5.",19.8,>," ",,,"Zwicky"
152,"1956K", ,"P45982",198.46249999999998,-3.606666666666666,87,8061,".S..3.",19.6,>," ",,,"Zwicky"
154,"1957B", ,"N 4374",186.26749999999998,12.886666666666665,,1060,".E.1..",12.1,=,"I",,,"Romano, Gates"
155,"1957C", ,"N 1365",53.40249999999999,-36.13833333333333,53,1636,".SBS3.",16.5,>," ",,,"Gates"
159,"1958C", ,"E 443-G18",194.54249999999996,-30.586666666666662,27,4740,".S..3.",19.6,>," ",,,"Zwicky"
160,"1958D", ,"E 440-G28",178.45,-30.77333333333333,71,15986,".S..2.",19.5,>," ",,,"Zwicky"
161,"1959A", ,"N 1350",52.78499999999999,-33.62833333333333,61,1905,"PSBR2.",16.0,>," ",,,"Gates"
201,"1961P", ,"U 2069",38.90749999999999,37.64166666666666,55,3779,".SBS6.",14.3,=,"Ia",,,"Wild"
206,"1961U", ,"N 3938",178.20749999999998,44.12333333333333,12,809,".SAS5.",14.0,=,"IIL",,,"Wild"
215,"1962H", ,"I 4237",201.13499999999996,-21.136666666666663,50,2643,".SBR3.",13.0,=,"II",,,"Chavira"
217,"1962J", ,"N 6835",298.63749999999993,-12.568333333333332,79,1611,".SBS1.",13.6,=,"Ia",,,"Wild"
219,"1962L", ,"N 1073",40.9175,1.3766666666666665,38,1211,".SBT5.",13.9,=,"Ib",,,"Rosino, Haro, Chavira"
220,"1962M", ,"N 1313",49.56499999999999,-66.49666666666666,40,475,".SBS6.",11.5,=,"II",,,"Sersic"
222,"1962O", ,"M 07-08-01",51.12499999999999,40.019999999999996,,14150,".E....",19.8,>," ",,,"Zwicky"
223,"1962P", ,"N 1654",71.45249999999999,-2.0816666666666666,17,4540,"PSBR1.",14.5,=,"I",,,"Rosino"
224,"1962Q", ,"N 2276",111.80249999999998,85.75499999999998,30,2410,".SBT5.",16.9,>," ",,,"Shahbazian, Iskudarian"
229,"1963D", ,"N 4146",182.575,26.429999999999996,24,6520,"RSBS2.",15.8,=,"I",,,"Rosino"
249,"1963X", ,"ANON",183.24999999999997,20.999999999999996,,,".E....",16.0,>," ",,,"Hoffmeister"
250,"1964A", ,"N 3631",170.25999999999996,53.17166666666666,34,1156,".SAS5.",17.0,>,"IIPec",,,"Wild"
251,"1964B", ,"U 2646",49.54749999999999,40.35166666666666,58,5388,".L....",16.7,>,"I",,,"Kowal"
253,"1964D", ,"N 4887",195.16249999999997,-14.664999999999997,61,2687,".LA.+P",16.3,>," ",,,"Haro"
254,"1964E", ,"U 6983",179.78749999999997,52.706666666666656,44,1082,".SBT5.",12.4,=,"I",,,"Lovas"
255,"1964F", ,"N 4303",185.47749999999996,4.471666666666666,17,1566,".SXT4.",14.0,=,"I",,,"Rosino"
259,"1964J", ,"M-02-02-64",9.007499999999999,-9.888333333333332,41,4928,".SBS5P",17.0,>," ",,,"Chavira"
263,"1964N", ,"U 1903",36.637499999999996,29.829999999999995,90,10475,".SB.3.",16.0,>," ",,,"Kowal"
265,"1965A", ,"N 4410B",186.62249999999997,9.02,24,7566,".S..3.",16.0,>," ",,,"Chavira"
266,"1965B", ,"N 4727",192.73749999999998,-14.331666666666665,46,7495,".SBR4P",16.0,>," ",,,"Chavira"
271,"1965G", ,"N 4162",182.96499999999997,24.121666666666663,56,2569,"RSAT4.",14.0,>," ",,,"Haro, Hoffmeister"
272,"1965H", ,"N 4666",191.28499999999997,-0.4599999999999999,74,1520,".SB.5.",14.5,=,"II",,,"Chavira"
273,"1965I", ,"N 4753",193.09499999999997,-1.1983333333333333,59,1239,".L....",12.5,=,"Ia",,,"Rosino"
275,"1965K", ,"U 1963",37.35999999999999,31.469999999999995,38,5098,".SBT2.",16.0,>," ",,,"Hoffmeister"
276,"1965L", ,"N 3631",170.25999999999996,53.17166666666666,34,1156,".SAS5.",14.7,=,"II",,,"Wild"
277,"1965M", ,"N 7606",349.7699999999999,-8.485,58,2233,".SAS3.",16.0,>," ",,,"Wild"
279,"1965O", ,"ANON",180.59999999999997,49.91666666666666,,," ",17.5,>," ",,,"Lovas"
280,"1965P", ,"N 2599",128.04749999999999,22.56333333333333,27,4741,".SA.1.",15.7,>," ",,,"Gates"
281,"1966A", ,"U 4870",138.7325,46.90333333333333,70,4218,".SB.5.",15.5,>,"I",,,"Rosino"
282,"1966B", ,"N 4688",191.94499999999996,4.336666666666666,21,986,".SBS5.",14.8,=,"IIL",,,"Yakimov"
283,"1966C", ,"P58319",247.28999999999996,40.98666666666666,27,10376,".S..1.",16.7,=," ",,,"Rudnicki"
284,"1966D", ,"P35882",174.08249999999998,20.521666666666665,,6423,".S..1.",19.5,>," ",,,"Rudnicki"
285,"1966E", ,"N 4189",183.44499999999996,13.424999999999999,48,2115,".SBT5.",14.6,=,"II:",,,"Wild"
286,"1966F", ,"N 4453",187.19499999999996,6.511666666666666,65,11633,"DS..2.",17.5,>," ",,,"Rudnicki"
287,"1966G", ,"N  521",21.1425,1.7316666666666665,21,5018,".SBR4.",15.5,>,"I",,,"Reaves, Lovas"
288,"1966H", ,"ANON",20.15,3.4333333333333327,,,".S..5.",19.0,>," ",,,"Kowal"
289,"1966I", ,"P 2065",8.624999999999998,30.41333333333333,47,6086,".S..5.",16.0,=," ",,,"Kowal"
290,"1966J", ,"N 3198",154.98,45.55333333333333,73,663,".SBT5.",11.3,=,"I",,,"Wild"
291,"1966K", ,"U 6322",169.56999999999996,28.259999999999994,36,9855,".LA.+.",16.6,=,"I:",,,"Rudnicki"
292,"1966L", ,"U  738",17.772499999999997,33.83333333333333,41,4558,".S..7.",17.6,>," ",,,"Rudnicki"
293,"1966M", ,"ANON",39.27499999999999,38.14999999999999,,,".S..3.",18.5,>," ",,,"Kowal"
294,"1966N", ,"M-01-12-37",69.21,-3.0449999999999995,65,4797,".S..5.",14.7,=,"I",,,"Rosino"
296,"1967A", ,"ANON",19.124999999999996,3.016666666666666,,,".I....",17.0,>," ",,,"Kowal"
297,"1967B", ,"M 01-29-28",169.56499999999997,3.8666666666666663,,8280,"D.....",14.5,>," ",,,"Chavira"
298,"1967C", ,"N 3389",162.11499999999998,12.531666666666665,65,1301,".SAS5.",13.2,=,"Ia",,,"Chuadze"
299,"1967D", ,"P37345",178.55749999999998,20.02833333333333,65,6187,".S..5.",19.5,>," ",,,"Rudnicki"
300,"1967E", ,"M 07-06-18",36.5975,42.86166666666666,44,26532,".S..1.",18.0,>," ",,,"Rudnicki"
301,"1967G", ,"ANON",241.52499999999998,18.333333333333332,,,".S....",19.0,>," ",,,"Kowal"
302,"1967H", ,"N 4254",184.70499999999998,14.418333333333331,30,2407,".SAS5.",14.0,>,"II",,,"Zwicky"
303,"1967I", ,"ANON",232.02499999999998,28.649999999999995,,,".S..1.",18.5,>," ",,,"Zwicky"
304,"1967J", ,"P 4234",17.7825,33.22666666666666,,4809,".E....",17.5,>," ",,,"Zwicky"
305,"1967K", ,"M 06-04-32",22.417499999999997,33.83166666666666,21,6575,".S..6.",15.0,>," ",,,"Kowal"
306,"1968A", ,"N 1275",49.95249999999999,41.51166666666666,44,5264,".L....",15.2,=,"I",,,"Lovas"
307,"1968B", ,"N 4874",194.89749999999998,27.95833333333333,,7224,".E+0..",17.4,>," ",,,"Zwicky"
308,"1968C", ,"ANON",165.04999999999998,26.71666666666666,,,".I....",17.8,>," ",,,"Zwicky"
310,"1968E", ,"N 2713",134.33499999999998,2.9216666666666664,72,3922,".SBT2.",14.4,=,"Ia",,,"Chavira"
311,"1968F", ,"N 3834",175.90749999999997,19.089999999999996,47,6814,".L....",16.2,>," ",,,"Herzog"
312,"1968G", ,"P23166",123.96749999999999,20.501666666666665,34,12801,".S..5.",17.4,>,"I",,,"Zwicky"
313,"1968H", ,"P44441",194.57499999999996,27.136666666666663,,11903,".E....",16.6,=,"I",,,"Zwicky"
314,"1968I", ,"N 4981",197.2025,-6.778333333333332,44,1686,".SBR4.",13.5,>,"I",,,"Lovas"
315,"1968J", ,"P50284",211.46749999999997,53.12833333333332,55,12262,".S..1.",16.6,>," ",,,"Jankovitch"
316,"1968K", ,"P84703",240.77499999999998,17.171666666666663,72,10093,".S..9.",17.5,>," ",,,"Kowal"
318,"1968M", ,"P86491",350.25999999999993,15.223333333333331,44,7585,".S..5.",15.4,=," ",,,"Kowal"
319,"1968N", ,"M 05-02-11",6.307499999999999,30.034999999999997,24,4855,".SB.2.",19.0,>," ",,,"Kowal"
320,"1968O", ,"P 1544",6.154999999999999,29.28666666666666,62,4762,".S..3.",15.8,>," ",,,"Kowal"
321,"1968P", ,"P85536",354.3974999999999,26.814999999999998,46,35169,"?S..6.",16.8,>," ",,,"Zwicky"
322,"1968Q", ,"LEDA1275632",19.722499999999997,4.941666666666666,47,,".S..5.",18.5,>," ",,,"Kowal"
323,"1968R", ,"M-01-04-56",22.444999999999997,-2.703333333333333,32,,".SAS7.",15.5,>," ",,,"Kowal"
324,"1968S", ,"LEDA1244532",326.20249999999993,3.073333333333333,52,,".S....",16.5,>," ",,,"Jankovitch"
325,"1968T", ,"M 07-34-35",246.71999999999997,41.25166666666666,34,8600,".SB.6.",18.0,>," ",,,"Zwicky"
326,"1968U", ,"N 4183",183.325,43.69833333333333,90,930,".SAS5.",14.5,>," ",,,"Dunlap"
327,"1968V", ,"N 2276",111.80249999999998,85.75499999999998,30,2410,".SBT5.",15.7,>,"II",,,"Shahbazian"
328,"1968W", ,"N 2276",111.80249999999998,85.75499999999998,30,2410,".SBT5.",16.6,>," ",,,"Iskudarian"
329,"1968X", ,"N 4939",196.06249999999997,-10.338333333333331,66,3111,".SAS4.",16.0,>," ",,,"Wild"
330,"1968Y", ,"P 5747",23.1425,32.313333333333325,59,21120,".S....",18.5,>," ",,,"Kowal"
331,"1968Z", ,"N 7768",357.74499999999995,27.14666666666666,,8191,".E....",17.9,>," ",,,"Priser"
332,"1968aa", ,"N 4975",196.95999999999998,-5.016666666666666,52,5396,".LXT0P",15.0,>," ",,,"Mnatsakanian"
333,"1969A", ,"N 1369",54.18749999999999,-36.25666666666666,41,1414,".SBT0.",17.0,>," ",,,"Chavira"
334,"1969B", ,"N 3556",167.88249999999996,55.669999999999995,73,699,".SBS5.",14.5,=,"II",,,"Wild, Balazs"
335,"1969C", ,"N 3811",175.31749999999997,47.69333333333333,43,3105,".SBR5.",14.1,=,"Ia",,,"Rosino, Jankovich"
336,"1969D", ,"P17055",79.4275,5.859999999999999,48,18137,".S..5.",17.5,>," ",,,"Kowal"
337,"1969E", ,"N 4526",188.51249999999996,7.699999999999999,71,448,".LXS0*",16.0,>," ",,,"Chavira"
338,"1969F", ,"M-03-34-48",200.01999999999998,-17.121666666666663,44,6296,".L....",16.0,>," ",,,"Zwicky"
339,"1969G", ,"LEDA1290891",188.45749999999998,5.893333333333333,52,12896,".S....",18.0,>," ",,,"Kowal"
340,"1969H", ,"N 4725",192.61249999999998,25.499999999999996,48,1206,".SXR2P",15.0,>,"I",,,"Fairall"
341,"1969I", ,"ANON (*)",239.49499999999998,19.474999999999998,,,".S....",17.0,>," ",,,"Kowal"
342,"1969J", ,"M 05-04-59",21.639999999999997,31.61333333333333,41,13552,".SBT4.",17.0,>," ",,,"Kowal"
343,"1969K", ,"U12733",355.19499999999994,26.834999999999997,,11694,".E.2..",17.5,>," ",,,"Kowal"
344,"1969L", ,"N 1058",40.87499999999999,37.34166666666666,44,518,".SAT5.",13.1,=,"IIP",,,"Rosino"
345,"1969M", ,"P12992",52.46249999999999,40.029999999999994,84,6805,".S....",17.5,>," ",,,"Kowal"
346,"1969N", ,"ANON",22.599999999999998,-0.9499999999999998,,,".I....",16.0,>," ",,,"Kowal"
347,"1969O", ,"ANON",16.599999999999998,3.1499999999999995,,," ",18.2,>," ",,,"van den Bergh"
349,"1970A", ,"I 3476",188.17499999999998,14.051666666666664,41,-169,".SBS9.",11.0,>,"II:",,,"Grizunova"
350,"1970B", ,"ANON",164.24999999999997,14.083333333333332,,,".S....",15.0,>," ",,,"Kowal"
351,"1970C", ,"M-01-33-68",195.15249999999997,-6.476666666666666,46,5096,".S..7.",16.0,>," ",,,"Wild"
352,"1970D", ,"P31589",159.46999999999997,10.758333333333331,17,15714,".SX.3.",17.0,>," ",,,"Kowal"
353,"1970E", ,"ANON",180.99999999999997,51.91666666666666,,,".S..1.",18.5,>," ",,,"Kowal"
354,"1970F", ,"ANON",177.67499999999998,53.04999999999999,,,".S....",19.0,>," ",,,"Kowal"
356,"1970H", ,"U12005",335.62499999999994,36.008333333333326,65,5482,".S?...",17.0,>," ",,,"Priser"
357,"1970I", ,"P70967",349.41999999999996,6.001666666666666,69,13341,".S....",18.0,>," ",,,"Kowal"
358,"1970J", ,"N 7619",350.05999999999995,8.206666666666665,,3762,".E....",15.0,=,"Ia",,,"Rosino"
359,"1970K", ,"M 06-06-77",40.644999999999996,36.54666666666666,12,,".S..5.",18.5,>," ",,,"Kowal"
360,"1970L", ,"N 2968",145.79999999999998,31.928333333333327,47,1566,".S..2.",13.3,>,"I",,,"Wild"
361,"1970M", ,"ANON",162.075,14.049999999999997,,," ",16.5,>," ",,,"Lovas"
362,"1970N", ,"N  365",16.08,-35.12,55,9952,".SBR4.",18.8,>," ",,,"van Agt"
363,"1970O", ,"ANON",186.57499999999996,27.749999999999996,,,".S....",13.7,>," ",,,"Romano"
364,"1970P", ,"N 5230",203.88249999999996,13.674999999999999,21,6852,".SBS5.",17.2,>," ",,,"Mnatsakanian"
365,"1971A", ,"U 6322",169.56999999999996,28.259999999999994,36,9855,".LA.+.",16.5,>," ",,,"Kowal"
366,"1971B", ,"M 08-22-25",178.14749999999998,49.13833333333333,,,".I....",17.5,>," ",,,"Kowal"
367,"1971C", ,"N 3904",177.30499999999998,-29.276666666666664,,1576,".E.2+.",15.3,>," ",,,"Jolly"
368,"1971D", ,"N 5861",227.31499999999997,-11.321666666666665,65,1888,".SBT5.",15.5,>," ",,,"Jolly, Dunlap"
369,"1971E", ,"P91443",231.30249999999998,26.353333333333328,78,,".S..5.",17.5,>," ",,,"Kowal"
370,"1971F", ,"E 446-G33",213.48249999999996,-32.60833333333333,57,11667,".S..3.",17.3,>," ",,,"Zwicky"
372,"1971H", ,"LEDA1831799",170.2,28.296666666666663,74,,".S..5.",18.0,>," ",,,"Kowal"
374,"1971J", ,"LEDA1441502",181.50249999999997,13.821666666666665,40,,".S..1.",18.0,>," ",,,"Kowal"
375,"1971K", ,"N 3811",175.31749999999997,47.69333333333333,43,3105,".SBR5.",16.2,=,"II:",,,"Kulikovskij"
376,"1971L", ,"N 6384",263.10249999999996,7.059999999999999,59,1665,".SBR4.",13.2,=,"Ia",,,"Logan"
377,"1971M", ,"ANON",254.67499999999995,66.19999999999999,,,".S....",19.0,>," ",,,"Kirshner"
378,"1971N", ,"P  848",3.0649999999999995,28.64833333333333,48,7195,".S..5.",17.0,>," ",,,"Kirshner"
379,"1971O", ,"M 03-59-59",352.09999999999997,18.455,34,12154,".S..5.",16.8,>," ",,,"Kormendy"
380,"1971P", ,"N 7319",339.01499999999993,33.97666666666666,46,6747,".SBS4P",16.8,>,"I:",,,"Rosino"
381,"1971Q", ,"ANON",17.674999999999997,31.566666666666663,,,".S....",18.5,>," ",,,"Kormendy"
382,"1971R", ,"I 4798",284.585,-62.11999999999999,48,4511,".LAS0.",13.0,>," ",,,"Fairall"
383,"1971S", ,"N  493",20.537499999999998,0.9466666666666665,78,2338,".SB.5.",15.6,=,"II:",,,"Pigatto"
384,"1971T", ,"N 1090",41.63999999999999,-0.24666666666666665,64,2758,".SBT4.",16.0,>," ",,,"Kowal"
385,"1971U", ,"U 5912",162.11499999999998,26.58333333333333,27,6295,".SBS5.",15.5,>,"I",,,"Ford, Rubin"
386,"1971V", ,"ANON",22.199999999999996,32.18333333333333,,,".S..5.",17.0,>," ",,,"Rosino, Gallivan"
387,"1972A", ,"LEDA1813755",228.67749999999998,27.631666666666664,68,,".S....",17.0,>," ",,,"Kowal"
388,"1972B", ,"ANON",168.7,54.49999999999999,,,".S....",18.5,>," ",,,"Kowal"
389,"1972C", ,"N 3947",178.33499999999998,20.75333333333333,41,6197,"RSBT3.",16.0,>," ",,,"Kowal"
390,"1972D", ,"ANON",160.39999999999998,12.166666666666664,,,".S..5.",18.5,>," ",,,"Kowal"
392,"1972F", ,"M 09-20-97",181.78749999999997,53.67166666666666,,,".E....",16.0,>," ",,,"Lovas"
393,"1972G", ,"ANON",259.97499999999997,65.91666666666666,,,".E....",18.0,>," ",,,"Kowal"
394,"1972H", ,"N 3147",154.22249999999997,73.39999999999999,30,2820,".SAT4.",15.0,=,"I",,,"Goranskij"
395,"1972I", ,"ANON",348.79999999999995,14.966666666666665,,12194,".SB.3.",17.5,>," ",,,"Kowal"
396,"1972J", ,"N 7634",350.42499999999995,8.886666666666665,41,3225,".LB...",14.9,=,"I",,,"Pigatto"
397,"1972K", ,"ANON",17.249999999999996,32.21666666666666,,,".E....",16.0,>," ",,,"Huchra"
399,"1972M", ,"N 7564",348.90749999999997,7.289999999999999,,10252," ",18.0,>," ",,,"Kowal"
400,"1972N", ,"U  279",7.062499999999999,30.801666666666662,77,6298,".SB.4.",17.0,>," ",,,"Kowal"
401,"1972O", ,"ANON",79.77499999999999,5.999999999999999,,,".S....",18.5,>," ",,,"Kowal"
402,"1972P", ,"ANON",19.874999999999996,0.5333333333333332,,,".S....",18.0,>," ",,,"Kowal"
403,"1972Q", ,"N 4254",184.70499999999998,14.418333333333331,30,2407,".SAS5.",16.1,=,"IIP",,,"Rosino"
404,"1972R", ,"N 2841",140.5075,50.974999999999994,63,638,".SAR3.",16.0,>,"IPec",,,"Wild"
405,"1972S", ,"ANON",184.32499999999996,23.916666666666664,,,".S..1.",16.3,>," ",,,"Erastova"
406,"1973A", ,"N 3574",168.04999999999998,27.624999999999996,32,10232,".S?...",18.0,>," ",,,"Kowal"
407,"1973B", ,"ANON",228.79999999999995,2.733333333333333,,," ",15.5,=,"I",,,"Kowal"
408,"1973C", ,"N 3656",170.91249999999997,53.84333333333333,41,2869,".S..0.",17.0,>," ",,,"Kowal, Shakhbazyan"
409,"1973D", ,"N 3570",168.015,27.589999999999996,12,10535,".L....",17.0,>," ",,,"Kowal"
410,"1973E", ,"ANON",194.27499999999998,-5.016666666666666,,,".I....",16.2,>," ",,,"Zwicky"
